"ID_sim","SNR","Method","Retention","Nonzero","Prediction"
"3 57","0.14488061513347","RF","1","4","244.684343458166"
"3 58","0.14488061513347","Lasso","1","2","180.68409487196"
"3 58","0.14488061513347","Relaxed Lasso","1","1","184.556441711552"
"3 58","0.14488061513347","RF","2","2","128.632775822767"
"3 59","0.14488061513347","Lasso","2","4","248.71954604934"
"3 59","0.14488061513347","Relaxed Lasso","2","3","255.307539473579"
"3 59","0.14488061513347","RF","3","8","200.698073650476"
"3 60","0.14488061513347","Lasso","1","10","260.169933598793"
"3 60","0.14488061513347","Relaxed Lasso","0","2","258.360624312274"
"3 60","0.14488061513347","RF","1","6","200.336665085674"
"3 61","0.14488061513347","Lasso","2","4","259.178062341565"
"3 61","0.14488061513347","Relaxed Lasso","2","3","257.641414304168"
"3 61","0.14488061513347","RF","2","5","245.65951822273"
"3 62","0.14488061513347","Lasso","1","4","235.031475085918"
"3 62","0.14488061513347","Relaxed Lasso","0","1","235.648254969596"
"3 62","0.14488061513347","RF","2","7","213.195724039704"
"3 63","0.14488061513347","Lasso","3","5","261.495942308494"
"3 63","0.14488061513347","Relaxed Lasso","2","5","261.974223411393"
"3 63","0.14488061513347","RF","3","3","237.551640408346"
"3 64","0.14488061513347","Lasso","1","2","243.581836053878"
"3 64","0.14488061513347","Relaxed Lasso","1","2","240.843169559905"
"3 64","0.14488061513347","RF","3","8","207.562051714793"
"3 65","0.14488061513347","Lasso","2","3","245.202140083734"
"3 65","0.14488061513347","Relaxed Lasso","2","3","244.423617592942"
"3 65","0.14488061513347","RF","4","10","221.542710346544"
"3 66","0.14488061513347","Lasso","1","2","188.972185272094"
"3 66","0.14488061513347","Relaxed Lasso","1","1","201.453149305181"
"3 66","0.14488061513347","RF","3","4","152.918979944717"
"3 67","0.14488061513347","Lasso","2","4","233.493469109557"
"3 67","0.14488061513347","Relaxed Lasso","1","3","234.152185446548"
"3 67","0.14488061513347","RF","0","4","211.607984561831"
"3 68","0.14488061513347","Lasso","0","1","220.549092903433"
"3 68","0.14488061513347","Relaxed Lasso","2","11","220.88862383514"
"3 68","0.14488061513347","RF","0","2","192.215213819768"
"3 69","0.14488061513347","Lasso","3","3","232.347641909619"
"3 69","0.14488061513347","Relaxed Lasso","2","2","231.775162321761"
"3 69","0.14488061513347","RF","1","5","205.465336667985"
"3 70","0.14488061513347","Lasso","3","8","208.733397417192"
"3 70","0.14488061513347","Relaxed Lasso","2","7","204.589673844429"
"3 70","0.14488061513347","RF","2","3","158.420018255159"
"3 71","0.14488061513347","Lasso","4","23","192.452106024114"
"3 71","0.14488061513347","Relaxed Lasso","3","16","190.721491680556"
"3 71","0.14488061513347","RF","0","5","180.645156020486"
"3 72","0.14488061513347","Lasso","3","25","214.48744518081"
"3 72","0.14488061513347","Relaxed Lasso","3","6","215.607358363603"
"3 72","0.14488061513347","RF","3","5","159.008357563851"
"3 73","0.14488061513347","Lasso","1","2","242.621073030198"
"3 73","0.14488061513347","Relaxed Lasso","1","2","242.730365260809"
"3 73","0.14488061513347","RF","1","4","218.418429351001"
"3 74","0.14488061513347","Lasso","3","10","220.021223053248"
"3 74","0.14488061513347","Relaxed Lasso","2","6","219.012721213176"
"3 74","0.14488061513347","RF","1","5","188.193413973113"
"3 75","0.14488061513347","Lasso","3","3","243.50142302339"
"3 75","0.14488061513347","Relaxed Lasso","2","2","243.784283473449"
"3 75","0.14488061513347","RF","2","4","209.937131699942"
"3 76","0.14488061513347","Lasso","2","3","245.489693488605"
"3 76","0.14488061513347","Relaxed Lasso","2","10","231.794567997272"
"3 76","0.14488061513347","RF","3","5","202.939418247792"
"3 77","0.14488061513347","Lasso","2","3","204.483265241726"
"3 77","0.14488061513347","Relaxed Lasso","2","2","204.748178871659"
"3 77","0.14488061513347","RF","4","7","175.825847454428"
"3 78","0.14488061513347","Lasso","3","16","220.379809594099"
"3 78","0.14488061513347","Relaxed Lasso","1","2","220.927769348304"
"3 78","0.14488061513347","RF","0","8","204.344605356817"
"3 79","0.14488061513347","Lasso","3","5","242.015522205844"
"3 79","0.14488061513347","Relaxed Lasso","1","1","241.451614735681"
"3 79","0.14488061513347","RF","3","5","231.259960279169"
"3 80","0.14488061513347","Lasso","2","7","211.101371996649"
"3 80","0.14488061513347","Relaxed Lasso","2","2","227.634975254393"
"3 80","0.14488061513347","RF","3","4","187.61130442763"
"3 81","0.14488061513347","Lasso","2","14","163.972122915694"
"3 81","0.14488061513347","Relaxed Lasso","1","2","164.735933170651"
"3 81","0.14488061513347","RF","3","6","153.963879766115"
"3 82","0.14488061513347","Lasso","0","0","190.724501297616"
"3 82","0.14488061513347","Relaxed Lasso","2","8","189.867824348771"
"3 82","0.14488061513347","RF","2","4","177.133507227756"
"3 83","0.14488061513347","Lasso","2","4","198.820867985251"
"3 83","0.14488061513347","Relaxed Lasso","2","2","199.136779407636"
"3 83","0.14488061513347","RF","2","6","161.045364245025"
"3 84","0.14488061513347","Lasso","0","3","198.942308855779"
"3 84","0.14488061513347","Relaxed Lasso","0","2","205.531234306491"
"3 84","0.14488061513347","RF","2","7","139.600640653606"
"3 85","0.14488061513347","Lasso","3","4","164.89989441777"
"3 85","0.14488061513347","Relaxed Lasso","3","5","164.412517740043"
"3 85","0.14488061513347","RF","3","8","149.294138008724"
"3 86","0.14488061513347","Lasso","1","3","187.693449448466"
"3 86","0.14488061513347","Relaxed Lasso","1","1","187.230794821052"
"3 86","0.14488061513347","RF","2","4","150.170097017363"
"3 87","0.14488061513347","Lasso","2","5","201.066151954674"
"3 87","0.14488061513347","Relaxed Lasso","1","1","196.761875872366"
"3 87","0.14488061513347","RF","2","6","161.052354290972"
"3 88","0.14488061513347","Lasso","1","10","206.974507389105"
"3 88","0.14488061513347","Relaxed Lasso","0","1","196.209520950982"
"3 88","0.14488061513347","RF","1","5","170.131247065859"
"3 89","0.14488061513347","Lasso","0","0","284.473806949354"
"3 89","0.14488061513347","Relaxed Lasso","0","0","286.144355577467"
"3 89","0.14488061513347","RF","0","4","262.044804072885"
"3 90","0.14488061513347","Lasso","0","0","190.999676219091"
"3 90","0.14488061513347","Relaxed Lasso","1","20","191.173189079397"
"3 90","0.14488061513347","RF","0","6","179.750548546013"
"3 91","0.14488061513347","Lasso","1","8","248.185816576308"
"3 91","0.14488061513347","Relaxed Lasso","1","7","248.455244342932"
"3 91","0.14488061513347","RF","0","3","219.748171932441"
"3 92","0.14488061513347","Lasso","2","2","179.700300634549"
"3 92","0.14488061513347","Relaxed Lasso","1","1","187.69332241246"
"3 92","0.14488061513347","RF","3","5","136.84933010353"
"3 93","0.14488061513347","Lasso","2","2","218.54210681763"
"3 93","0.14488061513347","Relaxed Lasso","2","2","220.505172340607"
"3 93","0.14488061513347","RF","2","9","189.41247164754"
"3 94","0.14488061513347","Lasso","2","2","181.455940068775"
"3 94","0.14488061513347","Relaxed Lasso","2","2","180.383535025013"
"3 94","0.14488061513347","RF","2","7","147.228841761989"
"3 95","0.14488061513347","Lasso","2","4","221.19746527289"
"3 95","0.14488061513347","Relaxed Lasso","2","2","221.67808241605"
"3 95","0.14488061513347","RF","3","5","206.805106167252"
"3 96","0.14488061513347","Lasso","2","6","228.148049315558"
"3 96","0.14488061513347","Relaxed Lasso","1","2","226.558565919814"
"3 96","0.14488061513347","RF","2","5","194.272757817483"
"3 97","0.14488061513347","Lasso","1","6","238.218061081032"
"3 97","0.14488061513347","Relaxed Lasso","0","2","237.024949713494"
"3 97","0.14488061513347","RF","1","5","176.438593150961"
"3 98","0.14488061513347","Lasso","1","9","196.172480944424"
"3 98","0.14488061513347","Relaxed Lasso","1","9","198.275401074008"
"3 98","0.14488061513347","RF","1","6","169.267698123091"
"3 99","0.14488061513347","Lasso","2","6","236.57296408801"
"3 99","0.14488061513347","Relaxed Lasso","1","5","235.869860122053"
"3 99","0.14488061513347","RF","0","4","210.412000381331"
"3 100","0.14488061513347","Lasso","1","11","205.680913585687"
"3 100","0.14488061513347","Relaxed Lasso","0","1","204.035070673373"
"3 100","0.14488061513347","RF","1","5","135.386985149658"
"4 1","0.246621207433047","Lasso","2","2","122.765225430763"
"4 1","0.246621207433047","Relaxed Lasso","2","2","119.604741486741"
"4 1","0.246621207433047","RF","4","10","108.820808148572"
"4 2","0.246621207433047","Lasso","2","4","154.388193996505"
"4 2","0.246621207433047","Relaxed Lasso","2","3","158.541996924565"
"4 2","0.246621207433047","RF","2","4","141.730469548135"
"4 3","0.246621207433047","Lasso","2","4","110.388583757964"
"4 3","0.246621207433047","Relaxed Lasso","2","3","110.374915884209"
"4 3","0.246621207433047","RF","2","4","97.2724701095995"
"4 4","0.246621207433047","Lasso","2","4","143.917659113141"
"4 4","0.246621207433047","Relaxed Lasso","2","3","141.339443175307"
"4 4","0.246621207433047","RF","2","3","108.088119309521"
"4 5","0.246621207433047","Lasso","2","4","138.706189632873"
"4 5","0.246621207433047","Relaxed Lasso","2","3","128.468646729606"
"4 5","0.246621207433047","RF","2","5","104.565823171858"
"4 6","0.246621207433047","Lasso","3","5","121.970460423382"
"4 6","0.246621207433047","Relaxed Lasso","3","20","119.283117967471"
"4 6","0.246621207433047","RF","2","5","102.253441418222"
"4 7","0.246621207433047","Lasso","2","6","151.266809610204"
"4 7","0.246621207433047","Relaxed Lasso","2","6","151.372721603924"
"4 7","0.246621207433047","RF","4","7","110.725730943919"
"4 8","0.246621207433047","Lasso","1","7","101.353486096236"
"4 8","0.246621207433047","Relaxed Lasso","1","7","99.0639791073046"
"4 8","0.246621207433047","RF","2","7","87.7934157988687"
"4 9","0.246621207433047","Lasso","1","9","102.929414453884"
"4 9","0.246621207433047","Relaxed Lasso","1","9","104.421098943493"
"4 9","0.246621207433047","RF","2","4","93.5587209990641"
"4 10","0.246621207433047","Lasso","0","2","131.008043914379"
"4 10","0.246621207433047","Relaxed Lasso","0","2","130.518315973301"
"4 10","0.246621207433047","RF","0","4","118.898602051367"
"4 11","0.246621207433047","Lasso","2","2","158.306312640879"
"4 11","0.246621207433047","Relaxed Lasso","1","1","162.539398829881"
"4 11","0.246621207433047","RF","3","4","134.244731891769"
"4 12","0.246621207433047","Lasso","3","6","163.619634104969"
"4 12","0.246621207433047","Relaxed Lasso","1","1","166.631084312957"
"4 12","0.246621207433047","RF","2","2","120.723632587645"
"4 13","0.246621207433047","Lasso","2","2","139.652110119524"
"4 13","0.246621207433047","Relaxed Lasso","2","2","139.782645546446"
"4 13","0.246621207433047","RF","3","6","112.755131205154"
"4 14","0.246621207433047","Lasso","2","15","126.033544671984"
"4 14","0.246621207433047","Relaxed Lasso","2","13","127.064452106678"
"4 14","0.246621207433047","RF","3","7","120.305661275144"
"4 15","0.246621207433047","Lasso","3","6","111.947010617236"
"4 15","0.246621207433047","Relaxed Lasso","3","16","111.287781216271"
"4 15","0.246621207433047","RF","3","9","85.0230503982739"
"4 16","0.246621207433047","Lasso","2","9","169.838126603344"
"4 16","0.246621207433047","Relaxed Lasso","1","1","167.08478622635"
"4 16","0.246621207433047","RF","3","6","142.528480178664"
"4 17","0.246621207433047","Lasso","2","4","141.960934838529"
"4 17","0.246621207433047","Relaxed Lasso","2","2","137.852296524556"
"4 17","0.246621207433047","RF","2","2","122.089297751991"
"4 18","0.246621207433047","Lasso","0","0","127.250310360196"
"4 18","0.246621207433047","Relaxed Lasso","0","0","129.277409008298"
"4 18","0.246621207433047","RF","1","5","118.110812981565"
"4 19","0.246621207433047","Lasso","4","9","162.286639571564"
"4 19","0.246621207433047","Relaxed Lasso","1","1","154.937651207083"
"4 19","0.246621207433047","RF","3","8","132.724259317154"
"4 20","0.246621207433047","Lasso","2","9","148.332409390081"
"4 20","0.246621207433047","Relaxed Lasso","0","1","149.183429622786"
"4 20","0.246621207433047","RF","2","5","130.644166169203"
"4 21","0.246621207433047","Lasso","3","8","109.996198302215"
"4 21","0.246621207433047","Relaxed Lasso","3","3","103.391043436802"
"4 21","0.246621207433047","RF","2","3","90.8005158294846"
"4 22","0.246621207433047","Lasso","2","3","96.3639647192135"
"4 22","0.246621207433047","Relaxed Lasso","2","2","96.6561853898183"
"4 22","0.246621207433047","RF","2","2","83.9856059853053"
"4 23","0.246621207433047","Lasso","2","9","113.405116901693"
"4 23","0.246621207433047","Relaxed Lasso","2","9","108.661819905881"
"4 23","0.246621207433047","RF","0","3","86.8952723219339"
"4 24","0.246621207433047","Lasso","2","5","126.22584197395"
"4 24","0.246621207433047","Relaxed Lasso","1","1","126.705171845781"
"4 24","0.246621207433047","RF","3","7","91.5284216388657"
"4 25","0.246621207433047","Lasso","2","16","135.169550526103"
"4 25","0.246621207433047","Relaxed Lasso","1","1","131.918758893106"
"4 25","0.246621207433047","RF","3","8","116.774107206445"
"4 26","0.246621207433047","Lasso","2","6","136.538816063597"
"4 26","0.246621207433047","Relaxed Lasso","2","4","129.03491307073"
"4 26","0.246621207433047","RF","3","5","104.690800734606"
"4 27","0.246621207433047","Lasso","1","5","156.370607929341"
"4 27","0.246621207433047","Relaxed Lasso","1","5","154.954385703807"
"4 27","0.246621207433047","RF","2","5","107.927942315364"
"4 28","0.246621207433047","Lasso","2","2","115.059849292764"
"4 28","0.246621207433047","Relaxed Lasso","1","1","115.448453946376"
"4 28","0.246621207433047","RF","4","6","100.797252293769"
"4 29","0.246621207433047","Lasso","2","5","134.079477204397"
"4 29","0.246621207433047","Relaxed Lasso","3","4","131.886044283169"
"4 29","0.246621207433047","RF","2","4","114.186150320801"
"4 30","0.246621207433047","Lasso","2","19","133.670289374561"
"4 30","0.246621207433047","Relaxed Lasso","3","7","139.91106395915"
"4 30","0.246621207433047","RF","4","8","123.439332917511"
"4 31","0.246621207433047","Lasso","2","5","137.375697783874"
"4 31","0.246621207433047","Relaxed Lasso","1","1","142.727227134116"
"4 31","0.246621207433047","RF","3","7","105.774585185772"
"4 32","0.246621207433047","Lasso","4","14","105.925407534232"
"4 32","0.246621207433047","Relaxed Lasso","2","18","97.134996119294"
"4 32","0.246621207433047","RF","3","5","78.1828298868896"
"4 33","0.246621207433047","Lasso","1","4","114.316755806687"
"4 33","0.246621207433047","Relaxed Lasso","1","3","119.904701839658"
"4 33","0.246621207433047","RF","2","6","90.3730784777016"
"4 34","0.246621207433047","Lasso","2","6","124.785684222779"
"4 34","0.246621207433047","Relaxed Lasso","2","6","124.059319587594"
"4 34","0.246621207433047","RF","1","3","84.6058235983629"
"4 35","0.246621207433047","Lasso","2","8","117.237393850553"
"4 35","0.246621207433047","Relaxed Lasso","1","2","125.619331552034"
"4 35","0.246621207433047","RF","1","5","101.494505695438"
"4 36","0.246621207433047","Lasso","1","12","149.075752072344"
"4 36","0.246621207433047","Relaxed Lasso","1","10","149.960864482552"
"4 36","0.246621207433047","RF","3","11","134.336299803615"
"4 37","0.246621207433047","Lasso","1","10","98.6863638802059"
"4 37","0.246621207433047","Relaxed Lasso","1","9","102.094817962951"
"4 37","0.246621207433047","RF","3","10","89.5385569637902"
"4 38","0.246621207433047","Lasso","4","10","140.370977702847"
"4 38","0.246621207433047","Relaxed Lasso","3","4","151.601866878334"
"4 38","0.246621207433047","RF","2","3","111.008841775452"
"4 39","0.246621207433047","Lasso","3","13","124.738158804546"
"4 39","0.246621207433047","Relaxed Lasso","3","11","122.010584712134"
"4 39","0.246621207433047","RF","5","9","114.028378145575"
"4 40","0.246621207433047","Lasso","1","2","132.491285918881"
"4 40","0.246621207433047","Relaxed Lasso","1","1","132.347701444842"
"4 40","0.246621207433047","RF","1","2","139.376544956132"
"4 41","0.246621207433047","Lasso","2","2","135.528905932965"
"4 41","0.246621207433047","Relaxed Lasso","1","1","137.450235379938"
"4 41","0.246621207433047","RF","3","7","126.28983342936"
"4 42","0.246621207433047","Lasso","2","19","141.554988065192"
"4 42","0.246621207433047","Relaxed Lasso","2","18","141.889962898851"
"4 42","0.246621207433047","RF","2","9","108.616631504833"
"4 43","0.246621207433047","Lasso","2","3","157.50264382726"
"4 43","0.246621207433047","Relaxed Lasso","2","3","160.40978998524"
"4 43","0.246621207433047","RF","3","5","135.255708873095"
"4 44","0.246621207433047","Lasso","1","3","124.025065136783"
"4 44","0.246621207433047","Relaxed Lasso","1","3","120.25239539931"
"4 44","0.246621207433047","RF","4","9","121.002829604829"
"4 45","0.246621207433047","Lasso","3","3","162.977650621043"
"4 45","0.246621207433047","Relaxed Lasso","3","3","167.465541131614"
"4 45","0.246621207433047","RF","2","5","145.23454960139"
"4 46","0.246621207433047","Lasso","2","7","171.978657367352"
"4 46","0.246621207433047","Relaxed Lasso","2","6","174.755665450258"
"4 46","0.246621207433047","RF","2","4","148.890710459761"
"4 47","0.246621207433047","Lasso","1","11","118.086011283412"
"4 47","0.246621207433047","Relaxed Lasso","1","5","125.685891468815"
"4 47","0.246621207433047","RF","2","6","98.5026453650406"
"4 48","0.246621207433047","Lasso","2","26","122.368548821908"
"4 48","0.246621207433047","Relaxed Lasso","2","26","115.213676363636"
"4 48","0.246621207433047","RF","4","4","116.463123489656"
"4 49","0.246621207433047","Lasso","2","11","155.249377103151"
"4 49","0.246621207433047","Relaxed Lasso","2","7","160.351902089815"
"4 49","0.246621207433047","RF","0","8","132.121096259698"
"4 50","0.246621207433047","Lasso","2","5","135.348195295185"
"4 50","0.246621207433047","Relaxed Lasso","2","3","140.687104872648"
"4 50","0.246621207433047","RF","3","3","120.993678622383"
"4 51","0.246621207433047","Lasso","2","3","141.251566032708"
"4 51","0.246621207433047","Relaxed Lasso","2","2","141.284347115022"
"4 51","0.246621207433047","RF","3","5","109.48697787129"
"4 52","0.246621207433047","Lasso","2","5","131.26197116193"
"4 52","0.246621207433047","Relaxed Lasso","2","3","130.491359463287"
"4 52","0.246621207433047","RF","2","6","95.9657861077768"
"4 53","0.246621207433047","Lasso","1","6","148.35268921634"
"4 53","0.246621207433047","Relaxed Lasso","3","21","151.816831906623"
"4 53","0.246621207433047","RF","1","6","111.170021556072"
"4 54","0.246621207433047","Lasso","1","5","157.398812382614"
"4 54","0.246621207433047","Relaxed Lasso","1","1","146.800305913218"
"4 54","0.246621207433047","RF","3","8","137.499308187334"
"4 55","0.246621207433047","Lasso","2","5","160.07362770463"
"4 55","0.246621207433047","Relaxed Lasso","2","4","164.344150147137"
"4 55","0.246621207433047","RF","2","3","131.201421753697"
"4 56","0.246621207433047","Lasso","3","12","117.972789984733"
"4 56","0.246621207433047","Relaxed Lasso","3","13","120.906949710815"
"4 56","0.246621207433047","RF","3","7","95.8917504429709"
"4 57","0.246621207433047","Lasso","2","4","134.638036561446"
"4 57","0.246621207433047","Relaxed Lasso","1","1","140.726559271256"
"4 57","0.246621207433047","RF","2","6","108.277926419945"
"4 58","0.246621207433047","Lasso","2","6","128.109630893228"
"4 58","0.246621207433047","Relaxed Lasso","1","3","126.602553851289"
"4 58","0.246621207433047","RF","2","10","101.18814492786"
"4 59","0.246621207433047","Lasso","1","1","113.855968079697"
"4 59","0.246621207433047","Relaxed Lasso","1","1","113.249589728366"
"4 59","0.246621207433047","RF","4","6","89.594513006173"
"4 60","0.246621207433047","Lasso","2","2","139.531755076592"
"4 60","0.246621207433047","Relaxed Lasso","2","2","142.243781584984"
"4 60","0.246621207433047","RF","5","7","116.089971524135"
"4 61","0.246621207433047","Lasso","1","3","143.30503160949"
"4 61","0.246621207433047","Relaxed Lasso","1","3","136.945329027561"
"4 61","0.246621207433047","RF","1","5","115.821434501122"
"4 62","0.246621207433047","Lasso","2","5","133.058394502309"
"4 62","0.246621207433047","Relaxed Lasso","2","4","124.533046460046"
"4 62","0.246621207433047","RF","3","4","111.816701401677"
"4 63","0.246621207433047","Lasso","2","6","104.28321098829"
"4 63","0.246621207433047","Relaxed Lasso","2","6","96.1387269545965"
"4 63","0.246621207433047","RF","4","9","75.9276514925422"
"4 64","0.246621207433047","Lasso","2","3","176.88527756926"
"4 64","0.246621207433047","Relaxed Lasso","2","2","176.867883280645"
"4 64","0.246621207433047","RF","4","4","151.138450209477"
"4 65","0.246621207433047","Lasso","2","13","131.547362208258"
"4 65","0.246621207433047","Relaxed Lasso","2","6","130.597286065102"
"4 65","0.246621207433047","RF","3","5","120.97429956502"
"4 66","0.246621207433047","Lasso","2","5","172.559441917372"
"4 66","0.246621207433047","Relaxed Lasso","2","5","175.361316616564"
"4 66","0.246621207433047","RF","1","5","174.33793102418"
"4 67","0.246621207433047","Lasso","2","7","148.048880916496"
"4 67","0.246621207433047","Relaxed Lasso","2","5","141.523443359055"
"4 67","0.246621207433047","RF","3","3","121.670522788466"
"4 68","0.246621207433047","Lasso","2","3","156.596443281014"
"4 68","0.246621207433047","Relaxed Lasso","1","1","157.763260548509"
"4 68","0.246621207433047","RF","3","5","120.111077787173"
"4 69","0.246621207433047","Lasso","2","5","119.745062120436"
"4 69","0.246621207433047","Relaxed Lasso","2","4","119.315511177689"
"4 69","0.246621207433047","RF","1","3","106.066014051634"
"4 70","0.246621207433047","Lasso","2","7","135.010894047141"
"4 70","0.246621207433047","Relaxed Lasso","2","7","135.643301697351"
"4 70","0.246621207433047","RF","1","5","110.070546447179"
"4 71","0.246621207433047","Lasso","3","6","120.242044933798"
"4 71","0.246621207433047","Relaxed Lasso","3","5","128.466664456121"
"4 71","0.246621207433047","RF","2","7","91.5279167739798"
"4 72","0.246621207433047","Lasso","1","2","181.886100899711"
"4 72","0.246621207433047","Relaxed Lasso","1","1","181.547746486666"
"4 72","0.246621207433047","RF","1","3","155.335478552859"
"4 73","0.246621207433047","Lasso","4","10","146.622636585407"
"4 73","0.246621207433047","Relaxed Lasso","3","3","142.92905275129"
"4 73","0.246621207433047","RF","2","2","123.709366700247"
"4 74","0.246621207433047","Lasso","2","2","108.857516208675"
"4 74","0.246621207433047","Relaxed Lasso","2","2","108.971109328553"
"4 74","0.246621207433047","RF","3","6","87.7617708081099"
"4 75","0.246621207433047","Lasso","4","8","155.834671650207"
"4 75","0.246621207433047","Relaxed Lasso","1","1","152.435266412825"
"4 75","0.246621207433047","RF","1","4","126.575993307093"
"4 76","0.246621207433047","Lasso","1","1","140.487351317195"
"4 76","0.246621207433047","Relaxed Lasso","1","1","140.362554811515"
"4 76","0.246621207433047","RF","5","6","131.232490018121"
"4 77","0.246621207433047","Lasso","2","3","141.141736200378"
"4 77","0.246621207433047","Relaxed Lasso","1","1","140.998844154355"
"4 77","0.246621207433047","RF","3","4","118.702302443137"
"4 78","0.246621207433047","Lasso","3","12","163.855937835144"
"4 78","0.246621207433047","Relaxed Lasso","0","1","163.811931768882"
"4 78","0.246621207433047","RF","1","4","115.04000564215"
"4 79","0.246621207433047","Lasso","2","6","147.696543479646"
"4 79","0.246621207433047","Relaxed Lasso","1","4","157.587667114822"
"4 79","0.246621207433047","RF","2","5","105.311679591583"
"4 80","0.246621207433047","Lasso","2","8","125.069210132651"
"4 80","0.246621207433047","Relaxed Lasso","2","8","128.641041916194"
"4 80","0.246621207433047","RF","3","4","114.661852366314"
"4 81","0.246621207433047","Lasso","3","6","114.668890725139"
"4 81","0.246621207433047","Relaxed Lasso","2","4","114.98360754653"
"4 81","0.246621207433047","RF","2","10","95.4527365208019"
"4 82","0.246621207433047","Lasso","2","7","129.354246519049"
"4 82","0.246621207433047","Relaxed Lasso","2","2","130.985159468444"
"4 82","0.246621207433047","RF","3","6","109.306373110249"
"4 83","0.246621207433047","Lasso","1","5","101.211541175197"
"4 83","0.246621207433047","Relaxed Lasso","1","3","98.6711533931463"
"4 83","0.246621207433047","RF","1","8","71.5119440734401"
"4 84","0.246621207433047","Lasso","1","4","186.836248621247"
"4 84","0.246621207433047","Relaxed Lasso","1","4","197.26430959087"
"4 84","0.246621207433047","RF","1","4","145.524757706794"
"4 85","0.246621207433047","Lasso","2","5","134.04854297103"
"4 85","0.246621207433047","Relaxed Lasso","2","5","135.09040982512"
"4 85","0.246621207433047","RF","2","8","109.55304416854"
"4 86","0.246621207433047","Lasso","2","3","164.243861817465"
"4 86","0.246621207433047","Relaxed Lasso","2","3","164.744240316372"
"4 86","0.246621207433047","RF","2","4","143.881792854691"
"4 87","0.246621207433047","Lasso","1","9","123.314801025946"
"4 87","0.246621207433047","Relaxed Lasso","1","2","122.856745335221"
"4 87","0.246621207433047","RF","1","4","94.9426610175252"
"4 88","0.246621207433047","Lasso","1","5","135.255380570101"
"4 88","0.246621207433047","Relaxed Lasso","1","3","130.365108783083"
"4 88","0.246621207433047","RF","2","5","117.572641415523"
"4 89","0.246621207433047","Lasso","1","3","140.632020028998"
"4 89","0.246621207433047","Relaxed Lasso","1","2","140.255954668718"
"4 89","0.246621207433047","RF","2","9","113.608190315362"
"4 90","0.246621207433047","Lasso","2","6","135.076280970808"
"4 90","0.246621207433047","Relaxed Lasso","2","3","135.243209464903"
"4 90","0.246621207433047","RF","3","4","111.561528729001"
"4 91","0.246621207433047","Lasso","2","9","122.310088435194"
"4 91","0.246621207433047","Relaxed Lasso","2","3","119.935163037742"
"4 91","0.246621207433047","RF","2","11","100.868175940573"
"4 92","0.246621207433047","Lasso","2","3","123.060973829196"
"4 92","0.246621207433047","Relaxed Lasso","2","2","122.670881762934"
"4 92","0.246621207433047","RF","3","5","91.5769904062277"
"4 93","0.246621207433047","Lasso","3","4","129.597147498677"
"4 93","0.246621207433047","Relaxed Lasso","3","4","119.747749165726"
"4 93","0.246621207433047","RF","3","8","97.0959698037379"
"4 94","0.246621207433047","Lasso","2","4","144.227324688791"
"4 94","0.246621207433047","Relaxed Lasso","2","3","151.534878084591"
"4 94","0.246621207433047","RF","3","8","123.406718421599"
"4 95","0.246621207433047","Lasso","3","4","171.861363704153"
"4 95","0.246621207433047","Relaxed Lasso","3","4","177.841582938693"
"4 95","0.246621207433047","RF","2","4","116.466902586602"
"4 96","0.246621207433047","Lasso","2","6","137.173945227183"
"4 96","0.246621207433047","Relaxed Lasso","2","6","139.310320863453"
"4 96","0.246621207433047","RF","4","9","113.820613295851"
"4 97","0.246621207433047","Lasso","1","16","128.475252118703"
"4 97","0.246621207433047","Relaxed Lasso","0","2","128.595690940628"
"4 97","0.246621207433047","RF","2","6","109.367303521586"
"4 98","0.246621207433047","Lasso","2","3","118.771183378684"
"4 98","0.246621207433047","Relaxed Lasso","2","2","119.30381828906"
"4 98","0.246621207433047","RF","2","3","99.6461956184618"
"4 99","0.246621207433047","Lasso","3","3","115.738013744119"
"4 99","0.246621207433047","Relaxed Lasso","1","1","117.431581697494"
"4 99","0.246621207433047","RF","3","5","99.7046910073308"
"4 100","0.246621207433047","Lasso","1","8","154.523900003942"
"4 100","0.246621207433047","Relaxed Lasso","1","8","153.228007325385"
"4 100","0.246621207433047","RF","1","3","128.370527725062"
"5 1","0.419807852829051","Lasso","4","6","82.6552977042435"
"5 1","0.419807852829051","Relaxed Lasso","2","2","75.4136288244528"
"5 1","0.419807852829051","RF","2","2","63.3916459774067"
"5 2","0.419807852829051","Lasso","3","7","78.7494288042894"
"5 2","0.419807852829051","Relaxed Lasso","3","4","80.8241740918044"
"5 2","0.419807852829051","RF","1","3","63.7210344127996"
"5 3","0.419807852829051","Lasso","3","22","63.1424879907401"
"5 3","0.419807852829051","Relaxed Lasso","1","1","74.5748333220543"
"5 3","0.419807852829051","RF","3","3","61.2241814184654"
"5 4","0.419807852829051","Lasso","3","4","85.3483094053648"
"5 4","0.419807852829051","Relaxed Lasso","3","4","85.9554870558233"
"5 4","0.419807852829051","RF","4","11","71.0461418972723"
"5 5","0.419807852829051","Lasso","3","11","61.8604620202009"
"5 5","0.419807852829051","Relaxed Lasso","1","1","63.5223232316711"
"5 5","0.419807852829051","RF","3","6","48.7580124730272"
"5 6","0.419807852829051","Lasso","2","5","90.2279497550749"
"5 6","0.419807852829051","Relaxed Lasso","1","1","92.3435445806602"
"5 6","0.419807852829051","RF","2","2","78.2585840441049"
"5 7","0.419807852829051","Lasso","1","12","102.38370924682"
